Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
04/01/2024,Sell,BIL,TDA TRAN - Sold 30 (BIL) @91.4200,30,$91.42,$0.02,"$2,742.58"
04/01/2024,Buy to Open,NOW 04/05/2024 800.00 C,TDA TRAN - Bought to Open 1 (NOW Apr 5 2024 800.0 Call) @2.3500,1,$2.35,$0.66,-$235.66
04/01/2024,Buy to Open,EVLV 05/17/2024 6.00 C,TDA TRAN - Bought to Open 1 (EVLV May 17 2024 6.0 Call) @0.3500,1,$0.35,$0.66,-$35.66
04/01/2024,Buy to Open,EVLV 05/17/2024 6.00 C,TDA TRAN - Bought to Open 2 (EVLV May 17 2024 6.0 Call) @0.3500,2,$0.35,$1.32,-$71.32
04/01/2024,Buy to Open,DIS 04/26/2024 125.00 C,TDA TRAN - Bought to Open 1 (DIS Apr 26 2024 125.0 Call) @1.7700,1,$1.77,$0.66,-$177.66
04/01/2024,Buy to Open,DIS 04/26/2024 125.00 C,TDA TRAN - Bought to Open 2 (DIS Apr 26 2024 125.0 Call) @1.7800,2,$1.78,$1.32,-$357.32
04/01/2024,Buy to Open,XOM 04/26/2024 118.00 C,TDA TRAN - Bought to Open 1 (XOM Apr 26 2024 118.0 Call) @2.0600,1,$2.06,$0.66,-$206.66
04/01/2024,Buy to Open,XOM 04/26/2024 118.00 C,TDA TRAN - Bought to Open 1 (XOM Apr 26 2024 118.0 Call) @2.0400,1,$2.04,$0.66,-$204.66
04/01/2024,Buy,SMCI,"TDA TRAN - Bought 2 (SMCI) @1,037.2000",2,"$1,037.20",,"-$2,074.40"
04/01/2024,Sell to Close,XLE 07/19/2024 95.00 C,TDA TRAN - Sold to Close 1 (XLE Jul 19 2024 95.0 Call) @4.5000,1,$4.50,$0.66,$449.34
04/01/2024,Sell to Close,XLE 07/19/2024 95.00 C,TDA TRAN - Sold to Close 1 (XLE Jul 19 2024 95.0 Call) @4.4500,1,$4.45,$0.66,$444.34
04/01/2024,Buy,SMCI,"TDA TRAN - Bought 2 (SMCI) @1,051.9600",2,"$1,051.96",,"-$2,103.92"
04/01/2024,Buy,SMCI,"TDA TRAN - Bought 2 (SMCI) @1,049.5000",2,"$1,049.50",,"-$2,099.00"
04/01/2024,Sell to Close,QQQ 05/17/2024 460.00 C,TDA TRAN - Sold to Close 1 (QQQ May 17 2024 460.0 Call) @5.2900,1,$5.29,$0.66,$528.34
04/01/2024,Sell,GDX,TDA TRAN - Sold 100 (GDX) @31.7705,100,$31.7705,$0.05,"$3,177.00"
04/01/2024,Buy to Open,LRCX 04/05/2024 1000.00 C,TDA TRAN - Bought to Open 1 (LRCX Apr 5 2024 1000.0 Call) @9.2500,1,$9.25,$0.66,-$925.66
04/01/2024,Sell to Close,TSLA 06/21/2024 200.00 C,TDA TRAN - Sold to Close 1 (TSLA Jun 21 2024 200.0 Call) @7.9300,1,$7.93,$0.67,$792.33
04/01/2024,Sell to Close,AMD 04/26/2024 190.00 C,TDA TRAN - Sold to Close 1 (AMD Apr 26 2024 190.0 Call) @7.3000,1,$7.30,$0.67,$729.33
04/01/2024,Buy to Open,AMD 04/26/2024 190.00 C,TDA TRAN - Bought to Open 1 (AMD Apr 26 2024 190.0 Call) @7.2000,1,$7.20,$0.66,-$720.66
